loc_rowid,koi_disposition,koi_duration,koi_depth,koi_model_snr
7253,null,"4,86","193,00","10,50"
7254,0,"1,19","216,10","4,10"
7255,null,"2,85","116,70","7,30"
7256,0,"1,85","521,00","4,60"
7257,0,"2,21","22672,00","201,60"
7258,0,"3,52","132620,00","1177,80"
7259,0,"4,46","2417,10","301,40"
7260,0,"3,46","1028,70","62,50"
7261,0,"2,44","25342,00","396,20"
7262,null,"6,26","36,70","9,80"
7263,0,"10,79","243700,00","1115,30"
7264,0,"3,53","2139,00","91,50"
7265,null,"3,36","97,80","7,90"
7266,null,"17,03","861,00","48,80"
7267,0,"1,34","27,00","9,80"
7268,null,"2,66","313,00","10,60"
7269,0,"8,23","438,70","21,10"
7270,0,"30,56","979,20","13,70"
7271,0,"2,86","473,90","6,60"
7272,0,"6,06",,
7273,0,"2,11","43895,00","65,60"
7274,0,"5,45","277250,00","440,10"
7275,0,"1,32",,
7276,0,"37,74","136150,00","1656,70"
7277,0,"14,73","2067,00","9,20"
7278,null,"6,41","232,60","23,70"
7279,0,"2,22","1920,00","5,50"
7280,0,"4,27","377580,00","779,20"
7281,null,"2,00",,
7282,null,"5,14","161,70","8,80"
7283,null,"2,85","81,90","9,80"
7284,null,"4,22","25,00","11,90"
7285,0,"1,44","29,50","2,70"
7286,1,"11,01","1336,40","13,10"
7287,null,"1,81","2258,40","140,60"
7288,null,"4,01","314,00","8,60"
7289,null,"6,89","63,00","9,80"
7290,null,"4,21","330,00","10,40"
7291,0,"15,08","192,70","13,30"
7292,0,"16,43","165,40","15,20"
7293,0,"21,84","130,20","30,00"
7294,0,"117,52","5257,70","302,30"
7295,0,"19,86","340,10","28,20"
7296,0,"27,49","374,40","35,40"
7297,0,"18,56","144,50","24,90"
7298,0,"20,28","51,50","21,40"
7299,0,"27,29","202,60","15,50"
7300,null,"3,76","122,90","5,50"
7301,0,"4,12","251840,00","6512,70"
7302,null,"2,75","313,10","12,20"
7303,0,"2,39","50,60","8,30"
7304,0,"2,63","417,50","13,60"
7305,null,"2,49","179,10","6,60"
7306,0,"4,32","277950,00","5552,20"
7307,0,"4,53","175470,00","739,80"
7308,0,"1,96",,
7309,0,"1,76","1240,40","120,50"
7310,0,"6,56","603810,00","637,10"
7311,0,"11,31","60384,00","3602,00"
7312,0,"9,17","68454,00","693,80"
7313,0,"1,79","2195,50","152,10"
7314,0,"2,23","332,60","28,50"
7315,null,"3,10","524,80","9,90"
7316,null,"3,49","591,40","14,00"
7317,null,"1,09","37,80","8,80"
7318,0,"11,94",,
7319,0,"25,71","180,50","24,20"
7320,0,"18,76","94,20","20,50"
7321,0,"25,24","139,00","30,70"
7322,0,"28,88","139,40","21,10"
7323,0,"30,64","115,10","36,90"
7324,0,"26,15","214,10","15,50"
7325,0,"3,60","164980,00","1208,20"
7326,0,"2,76","4856,10","555,60"
7327,null,"8,37","35,50","11,70"
7328,null,"4,07",,
7329,0,"1,61","2896,60","68,90"
7330,null,"21,83","460,70","37,80"
7331,null,"3,16","49,30","15,80"
7332,null,"1,36","2731,00","24,80"
7333,0,"4,70","88195,00","6581,30"
7334,null,"12,70","282,60","11,50"
7335,null,"2,09","426,70","8,40"
7336,null,"2,21",,
7337,0,"6,51","364900,00","2443,80"
7338,0,"18,28","13696,00","581,00"
7339,0,"1,67","11273,00","45,70"
7340,0,"7,74","278,50","6,20"
7341,null,"15,44","258,50","3,50"
7342,0,"8,46","699,00","6,90"
7343,null,"2,18","578,00","7,10"
7344,1,"3,28","267,80","12,10"
7345,null,"5,26","297,20","12,70"
7346,0,"2,71","80,90","8,50"
7347,null,"4,16",,
7348,0,"1,05","740,00","5,50"
7349,0,"11,60","403,70","9,20"
7350,null,"2,14","106,50","9,40"
7351,0,"6,66","4309,30","103,40"
7352,0,"3,22","23692,00","570,60"
7353,0,"2,86","22651,00","2246,90"
7354,0,"2,97",,
7355,0,"3,92","55297,00","1872,60"
7356,0,"3,07","88822,00","2153,00"
7357,0,"2,89","104540,00","536,80"
7358,0,"7,55","1626,80","138,80"
7359,null,"10,26","283,80","7,90"
7360,0,"7,07","435360,00","5557,40"
7361,0,"1,11","137,20","5,90"
7362,0,"2,47","52172,00","190,10"
7363,0,"11,03","6405,90","325,80"
7364,0,"3,34","263860,00","2657,60"
7365,0,"3,16","67,00","52,40"
7366,0,"51,67","603,30","121,80"
7367,null,"2,19",,
7368,null,"2,70",,
7369,null,"1,87",,
7370,null,"4,80","217,40","14,20"
7371,null,"10,90","155,70","17,80"
7372,0,"3,82","253,10","8,70"
7373,0,"6,52","115740,00","4881,90"
7374,0,"4,44","47,30","19,80"
7375,0,"1,92","39929,00","29,30"
7376,null,"4,44","79,60","13,80"
7377,0,"2,32","8342,20","173,20"
7378,0,"3,91","90827,00","437,80"
7379,0,"1,95","14578,00","32,90"
7380,0,"2,47","79078,00","124,30"
7381,0,"2,43","48488,00","529,40"
7382,0,"6,46","375940,00","802,90"
7383,0,"2,90","138,80","14,10"
7384,0,"3,84","106330,00","1571,80"
7385,null,"5,01","178,10","7,80"
7386,null,"9,47","397,10","11,60"
7387,0,"28,49","409,00","123,70"
7388,0,"31,50","8707,60","190,80"
7389,null,"1,11","401,40","20,70"
7390,0,"18,15","30,10","20,10"
7391,0,"11,87","91,20","7,50"
7392,null,"6,53","6186,90","84,50"
7393,1,"3,92","1005,00","23,80"
7394,0,"2,17","3345,00","7,80"
7395,0,"6,93","369230,00","5143,60"
7396,null,"4,17",,
7397,0,"7,43","240,80","5,00"
7398,0,"2,48","50681,00","394,00"
7399,null,"2,32","228,30","9,50"
7400,0,"1,91","64776,00","119,70"
7401,0,"14,10","22720,00","140,90"
7402,0,"3,19",,
7403,null,"2,71","227,20","10,10"
7404,null,"3,40","379,00","13,00"
7405,0,"4,33","66720,00","1561,20"
7406,0,"2,90","60401,00","275,60"
7407,0,"4,77","142310,00","1517,70"
7408,0,"3,22","65124,00","316,90"
7409,0,"3,96","5754,60","170,80"
7410,0,"8,57","430420,00","3921,80"
7411,0,"2,99","16112,00","33,40"
7412,0,"6,90","316750,00","3217,60"
7413,null,"4,82","595,60","13,40"
7414,0,"21,34","29,30","5,60"
7415,0,"7,40","313170,00","8577,40"
7416,null,"3,79","1195,00","9,30"
7417,0,"2,95","46829,00","290,70"
7418,0,"2,29",,
7419,null,"3,88","180,00","10,60"
7420,0,"3,55","142,80","10,60"
7421,1,"4,75","417,60","19,70"
7422,0,"3,44","366900,00","560,20"
7423,0,"2,77","136140,00","204,70"
7424,0,"2,47","137400,00","354,40"
7425,0,"11,63","293,00","11,30"
7426,0,"2,35","3289,30","120,40"
7427,1,"5,18","449,00","6,00"
7428,0,"2,43","4391,10","257,50"
7429,0,"4,80","5021,30","380,50"
7430,0,"2,48","282,90","7,70"
7431,0,"2,48","1325,40","23,60"
7432,0,"2,83","1128,40","43,10"
7433,1,"3,70","243,80","15,80"
7434,null,"3,28","200,70","13,10"
7435,null,"7,37","415,10","11,20"
7436,null,"12,54","70,00","10,60"
7437,0,"5,49","355,70","10,50"
7438,0,"6,15","176,30","12,70"
7439,0,"3,58","365,40","6,20"
7440,null,"14,93","1708,00","18,10"
7441,0,"8,61","174830,00","1863,40"
7442,0,"3,86","9817,80","397,60"
7443,0,"5,09","177000,00","3373,30"
7444,0,"9,25","187,50","12,90"
7445,0,"4,14","119350,00","1520,00"
7446,0,"3,51","235100,00","386,00"
7447,0,"2,16","115,10","11,40"
7448,0,"10,70","119810,00","508,00"
7449,0,"2,24","3670,40","107,40"
7450,null,"0,59","1528,00","3,80"
7451,null,"3,71",,
7452,null,"1,05","2887,00","7,00"
7453,null,"3,11",,
7454,0,"24,31","1025,90","37,60"
7455,0,"4,53","275,40","10,10"
7456,null,"8,99","742,40","16,20"
7457,0,"3,36","117980,00","3665,40"
7458,0,"1,66","68,40","9,30"
7459,0,"2,17","186,20","11,40"
7460,0,"6,39","133,80","11,70"
7461,null,"4,35",,
7462,null,"6,38",,
7463,null,"3,50","380,20","6,90"
7464,null,"6,31",,
7465,0,"1,55","3856,20","126,10"
7466,0,"7,67","6155,30","239,50"
7467,0,"5,55","12867,00","231,40"
7468,0,"3,45","41770,00","326,10"
7469,null,"12,25","1662,00","15,70"
7470,0,"2,53","72584,00","1594,10"
7471,0,"7,80","37980,00","813,60"
7472,0,"6,28","523,20","11,50"
7473,0,"6,88","10939,00","364,00"
7474,0,"16,19","332900,00","1767,30"
7475,1,"4,81","649,90","20,60"
7476,1,"5,95","620,40","17,90"
7477,null,"2,27","247,70","9,20"
7478,0,"4,96","87426,00","5784,80"
7479,0,"2,30","86,00","9,80"
7480,0,"6,34","121540,00","8022,80"
7481,0,"2,09",,
7482,0,"1,12","275,60","10,10"
7483,0,"0,99","347,60","4,00"
7484,0,"6,97","184070,00","933,50"
7485,null,"4,26",,
7486,null,"5,20","124,40","13,40"
7487,0,"17,30","114,30","41,70"
7488,0,"10,20","253,40","7,70"
7489,null,"3,11",,
7490,null,"4,50","86,10","4,80"
7491,0,"6,03","32609,00","674,90"
7492,0,"14,08","841900,00","710,90"
7493,0,"1,71","1941,70","45,80"
7494,0,"5,59","13858,00","343,50"
7495,0,"3,59","2533,70","111,30"
7496,0,"6,46","36133,00","310,00"
7497,0,"4,44","465,30","59,50"
7498,0,"4,11","69923,00","731,20"
7499,null,"3,78","347,10","12,00"
7500,null,"1,66",,
7501,0,"22,08","530,40","25,40"
7502,null,"9,14","332,60","9,40"
7503,0,"7,84","645,10","16,40"
7504,0,"5,46","499990,00","899,30"
7505,0,"2,52",,
7506,0,"4,03","286810,00","1550,90"
7507,0,"2,20","96134,00","312,30"
7508,0,"3,63","29236,00","393,90"
7509,null,"2,75","171,30","4,10"
7510,null,"3,47","182,40","7,80"
7511,null,"2,16","231,20","23,00"
7512,0,"3,10","25015,00","584,80"
7513,0,"4,61","362330,00","1967,20"
7514,0,"0,91",,
7515,null,"13,06","158,00","7,20"
7516,0,"5,22","108890,00","1797,60"
7517,0,"2,01","19796,00","166,00"
7518,0,"5,50","9876,30","415,00"
7519,0,"3,49","3153,10","427,60"
7520,0,"5,13","40110,00","506,40"
7521,0,"5,07","43491,00","4638,10"
7522,0,"8,85","100160,00","616,30"
7523,0,"8,86","31778,00","154,70"
7524,0,"1,23","184,40","6,90"
7525,0,"7,61","1020,00","12,50"
7526,0,"2,50",,
7527,0,"6,28","45966,00","34,20"
7528,null,"9,23","279,90","13,40"
7529,null,"4,96","414,10","11,00"
7530,0,"16,45","105,40","6,00"
7531,0,"23,85","1056,20","272,80"
7532,0,"1,75","12319,00","238,90"
7533,0,"2,45","29862,00","86,50"
7534,null,"2,35","201,30","8,90"
7535,null,"4,97","396,10","7,80"
7536,null,"4,08","836,20","11,00"
7537,0,"2,37","76,40","10,40"
7538,null,"16,37","211,60","11,10"
7539,0,"1,19","501,00","4,70"
7540,null,"8,15","115,90","11,00"
7541,0,"2,55","12978,00","2126,10"
7542,0,"2,60","173010,00","297,20"
7543,null,"4,08","358,50","9,50"
7544,null,"1,69","2128,70","471,00"
7545,0,"4,59","74177,00","613,10"
7546,0,"7,46","9482,00","98,10"
7547,0,"3,95","94124,00","1117,00"
7548,0,"3,35","38832,00","249,40"
7549,0,"4,27","205700,00","2200,00"
7550,0,"5,34","334,00","16,60"
7551,null,"6,31","188,20","9,40"
7552,0,"2,52",,
7553,0,"3,73","2373,00","122,30"
7554,1,"2,41","1337,20","16,20"
7555,1,"2,14","1058,40","15,30"
7556,0,"6,81","73081,00","350,40"
7557,1,"8,42","1657,80","25,90"
7558,null,"2,40","366,00","4,50"
7559,null,"3,45","53,90","7,10"
7560,null,"4,51","299,90","9,40"
7561,null,"1,26","244,00","29,50"
7562,0,"10,54","135,80","17,80"
7563,0,"1,92",,
7564,null,"2,94","125,60","10,70"
7565,0,"3,36","203490,00","1284,00"
7566,0,"7,53","2672,90","70,10"
7567,0,"4,90","85995,00","7878,00"
7568,0,"8,10","2750,00","92,80"
7569,0,"1,61","3026,00","35,90"
7570,null,"2,99","96,90","15,00"
7571,null,"3,99","140,70","11,40"
7572,0,"2,95","9520,10","168,00"
7573,null,"4,33","100,60","10,40"
7574,null,"4,89","153,00","8,50"
7575,null,"2,14","282,60","7,30"
7576,null,"9,21","74,30","7,10"
7577,0,"3,98","236,20","7,80"
7578,0,"4,01","88,50","21,00"
7579,0,"1,56",,
7580,0,"7,08","314930,00","3069,40"
7581,null,"1,42","234,20","5,20"
7582,null,"17,74","164,40","21,30"
7583,1,"11,94","292,20","21,10"
7584,null,"6,10","354,00","7,70"
7585,null,"10,13","1724,00","17,60"
7586,null,"9,14","309,00","12,20"
7587,null,"4,33","604,00","7,30"
7588,null,"4,44","71,20","5,70"
7589,1,"3,49","1917,90","22,70"
7590,0,"3,82","34565,00","635,50"
7591,0,"3,82","80226,00","759,10"
7592,0,"3,38","23269,00","511,70"
7593,0,"3,06","2063,60","163,90"
7594,0,"9,36","966,70","92,10"
7595,0,"2,77","154870,00","1041,80"
7596,0,"2,72","59095,00","515,50"
7597,null,"5,57","54894,00","533,90"
7598,0,"8,45","44315,00","2019,70"
7599,null,"7,87","123,20","9,00"
7600,0,"1,94","2560,00","2,60"
7601,0,"2,88","5915,00","15,80"
7602,0,"3,64",,
7603,null,"17,74","125,00","6,40"
7604,null,"2,74",,
7605,0,"1,21","37,10","15,90"
7606,null,"3,90","242,30","11,10"
7607,1,"4,49","1661,70","18,60"
7608,null,"8,42","106,10","15,20"
7609,null,"6,97","683,00","5,60"
7610,null,"2,60","389,20","9,10"
7611,0,"3,04","503,50","10,80"
7612,null,"8,27","37,70","12,10"
7613,1,"2,37","147,70","12,30"
7614,null,"10,84","386,40","10,80"
7615,null,"2,71",,
7616,null,"14,08","260,60","13,00"
7617,null,"9,72","605,80","12,00"
7618,0,"3,70","5259,00","56,60"
7619,null,"4,85","241,00","9,40"
7620,0,"2,98","14608,00","86,70"
7621,0,"21,43","467860,00","1365,90"
7622,0,"6,96","4325,00","171,30"
7623,null,"4,83","2943,00","8,10"
7624,0,"4,95","56841,00","4146,70"
7625,0,"4,92","171130,00","338,20"
7626,null,"11,22","76,00","12,30"
7627,0,"5,73","5,90","16,30"
7628,0,"10,85","31,20","8,60"
7629,0,"3,29","136,00","18,10"
7630,0,"13,02","120,30","10,40"
7631,0,"4,85",,
7632,0,"5,54","38,40","3,00"
7633,1,"5,86","17,10","8,10"
7634,0,"7,94","186530,00","5388,30"
7635,0,"5,28","15,00","32,90"
7636,0,"9,26","92,80","11,60"
7637,0,"9,23","62,50","10,60"
7638,0,"1,37","98,20","6,90"
7639,0,"22,35","408,50","32,10"
7640,0,"2,74","57,80","13,20"
7641,0,"9,94","41,20","5,70"
7642,null,"6,26","57,20","56,30"
7643,0,"12,84","576,70","19,90"
7644,0,"1,69","24,40","9,30"
7645,0,"5,55","34,90","30,40"
7646,0,"1,13","28,60","14,80"
7647,0,"9,03",,
7648,0,"4,49","63,90","6,70"
7649,0,"8,99","56,30","8,90"
7650,0,"10,78",,
7651,0,"2,51","293,90","12,30"
7652,0,"11,87","465,50","14,70"
7653,0,"3,76","2388,20","32,20"
7654,0,"5,15","367,70","14,20"
7655,null,"3,75","156,30","11,20"
7656,0,"5,80","104600,00","97,30"
7657,0,"6,01","591,00","5,40"
7658,0,"15,23","678,20","11,10"
7659,1,"11,94","498,70","24,40"
7660,0,"2,28","332340,00","573,20"
7661,0,"15,87","1114,60","58,10"
7662,0,"16,17","372420,00","280,60"
7663,0,"63,20","8772,90","200,60"
7664,0,"5,40","878,30","18,70"
7665,null,"4,03","92,80","9,10"
7666,null,"9,33","270,20","12,90"
7667,0,"24,37","94008,00","576,60"
7668,0,"1,43","1112,00","9,70"
7669,0,"14,48","55654,00","112,30"
7670,null,"3,01","87,60","6,40"
7671,0,"5,05","61867,00","700,50"
7672,0,"9,25","223,20","63,40"
7673,0,"2,59","278090,00","1228,90"
7674,0,"7,80","48375,00","5156,60"
7675,0,"6,60","121810,00","2541,20"
7676,0,"3,02","174,00","7,90"
7677,0,"2,35","1684,20","112,80"
7678,null,"4,22","417,10","8,90"
7679,null,"2,48","1265,00","5,40"
7680,0,"7,06","279000,00","2389,20"
7681,0,"3,98","92,20","3,60"
7682,0,"1,42","185,10","8,90"
7683,0,"2,64","253680,00","643,60"
7684,0,"2,54","157750,00","514,40"
7685,null,"4,65",,
7686,0,"4,73","45400,00","4313,40"
7687,0,"11,13",,
7688,0,"1,84","80,90","9,90"
7689,0,"3,42","62,30","8,10"
7690,null,"11,64","26,90","9,20"
7691,null,"1,79","102,40","9,90"
7692,0,"8,73","378550,00","2624,60"
7693,null,"4,17","138,80","8,40"
7694,0,"2,08","178470,00","502,00"
7695,0,"5,32","121990,00","2541,70"
7696,0,"14,10","221200,00","2648,40"
7697,0,"4,90","155610,00","5497,00"
7698,0,"3,85","48674,00","3062,60"
7699,0,"4,30","65833,00","1053,10"
7700,0,"3,60","10088,00","585,40"
7701,null,"3,22","70,30","9,30"
7702,0,"5,02","315130,00","3786,70"
7703,0,"2,15","2707,80","504,10"
7704,0,"7,54","341970,00","2957,70"
7705,0,"7,64","66,10","18,20"
7706,0,"11,59","522880,00","1487,20"
7707,0,"11,41","70781,00","283,70"
7708,0,"11,51","394230,00","3458,30"
7709,null,"8,77","83,20","11,30"
7710,0,"1,48","53,50","10,10"
7711,0,"1,98","308500,00","808,30"
7712,null,"13,91","206,10","12,50"
7713,0,"3,03","49833,00","351,10"
7714,0,"6,88","20,00","24,30"
7715,0,"4,34","120270,00","502,00"
7716,0,"2,21","302,00","5,90"
7717,0,"1,80","190190,00","1049,30"
7718,0,"3,88","53075,00","602,30"
7719,0,"4,78","126980,00","472,80"
7720,null,"16,77","341,30","11,90"
7721,0,"4,33","124930,00","2025,70"
7722,0,"1,17","127,30","8,30"
7723,0,"2,85","29839,00","443,60"
7724,0,"3,73","375340,00","1737,70"
7725,0,"2,46","35756,00","445,30"
7726,0,"5,72","150680,00","489,60"
7727,0,"2,66","76162,00","1150,70"
7728,0,"21,18","352810,00","1834,50"
7729,null,"4,02","249,00","10,30"
7730,null,"3,10","110,30","7,80"
7731,0,"1,77","92,50","14,00"
7732,0,"2,49","224,70","40,20"
7733,null,"2,70",,
7734,0,"1,90","85,50","8,80"
7735,null,"3,46","123,30","7,50"
7736,null,"2,67","33,10","8,60"
7737,0,"1,06","46,10","15,90"
7738,null,"3,66","270,00","8,60"
7739,0,"6,00","528,90","10,50"
7740,0,"3,80","60,90","9,60"
7741,0,"15,99","399170,00","915,30"
7742,null,"5,40","170,20","6,60"
7743,0,"7,64","96480,00","4403,80"
7744,0,"2,85","27,10","11,70"
7745,null,"2,81","103,10","8,30"
7746,0,"4,04","69414,00","1186,00"
7747,0,"5,32","62,90","16,00"
7748,0,"14,41","83,50","14,10"
7749,0,"3,26","4184,60","82,60"
7750,0,"18,53","421,30","102,30"
7751,0,"12,62","289,90","27,20"
7752,0,"7,85","31,90","12,50"
7753,0,"2,65","41142,00","339,50"
7754,0,"0,10","283,30","4,70"
7755,0,"5,30","237600,00","3164,40"
7756,0,"1,85","4759,60","181,30"
7757,0,"3,55","230740,00","1111,90"
7758,0,"5,08","222360,00","4456,60"
7759,0,"10,29","502,50","21,60"
7760,null,"2,16","29,40","8,20"
7761,0,"5,49","236720,00","2907,60"
7762,0,"10,32","54,40","15,80"
7763,0,"4,19","581,40","10,90"
7764,0,"3,58","333640,00","713,80"
7765,null,"4,00","81,60","7,10"
7766,null,"0,95","26,40","9,00"
7767,0,"5,90","349700,00","8168,60"
7768,null,"3,50","170,80","10,80"
7769,0,"3,72","13,70","9,00"
7770,0,"13,49","280750,00","2583,70"
7771,0,"15,76",,
7772,0,"4,62","58790,00","1599,10"
7773,0,"9,80","246,40","9,80"
7774,0,"3,94","6084,60","258,10"
7775,0,"4,12","140580,00","1589,60"
7776,0,"1,01","139,90","19,20"
7777,0,"2,88","221,00","7,40"
7778,0,"13,01","307,10","11,10"
7779,0,"8,38","238220,00","156,80"
7780,0,"4,05","77324,00","976,00"
7781,0,"6,97","217540,00","268,70"
7782,0,"48,69","115,80","36,10"
7783,0,"5,60","296480,00","6979,70"
7784,0,"5,94","130080,00","5131,40"
7785,0,"10,09","359090,00","2415,60"
7786,0,"8,07","132860,00","312,50"
7787,0,"3,17","71631,00","563,90"
7788,0,"2,79","461,00","23,50"
7789,null,"1,19","42,10","9,50"
7790,0,"2,54","42,70","15,40"
7791,0,"1,21","54,90","16,80"
7792,0,"4,94","4143,40","79,80"
7793,null,"7,77","37,90","13,00"
7794,0,"9,77","357470,00","3813,50"
7795,0,"7,77","120210,00","8251,50"
7796,0,"4,37","165030,00","1071,60"
7797,0,"2,66","78,90","8,50"
7798,0,"5,36","97123,00","1587,60"
7799,0,"1,00",,
7800,0,"3,30","19,30","9,80"
7801,null,"10,50","109,70","16,10"
7802,0,"3,65","298,80","10,70"
7803,0,"1,64","34957,00","79,80"
7804,0,"4,36","118360,00","4696,80"
7805,0,"10,09","358580,00","3017,90"
7806,0,"22,11","338,10","27,00"
7807,0,"7,28","317670,00","6707,70"
7808,0,"2,01",,
7809,0,"5,73","82601,00","2768,60"
7810,0,"16,58","2477,00","304,00"
7811,null,"2,81","151,30","8,80"
7812,null,"3,44","47,60","8,30"
7813,0,"3,41","269850,00","1575,90"
7814,0,"3,07","60,00","8,80"
7815,null,"1,18","204,00","12,00"
7816,0,"7,84","104240,00","175,70"
7817,null,"11,56","104,60","10,60"
7818,0,"3,68","106,50","14,30"
7819,null,"5,76","127,60","8,50"
7820,null,"2,69","263,80","11,40"
7821,0,"4,56","4946,00","34,30"
7822,0,"4,01","1530,00","11,60"
7823,0,"4,39","317,60","7,10"
7824,0,"4,73","76413,00","1797,40"
7825,null,"8,23","289,20","6,70"
7826,0,"2,67","59429,00","394,40"
7827,0,"1,67",,
7828,0,"5,18","9662,20","151,80"
7829,0,"5,44","42549,00","942,60"
7830,0,"1,41","5995,40","231,80"
7831,0,"7,26","38851,00","2390,40"
7832,0,"3,77","337540,00","850,40"
7833,null,"20,39","1200,00","8,90"
7834,0,"11,40","205870,00","3150,90"
7835,0,"1,86",,
7836,0,"2,80","408770,00","997,70"
7837,0,"4,58",,
7838,0,"56,84","129,70","24,10"
7839,0,"5,67",,
7840,0,"1,07","743,60","182,90"
7841,0,"8,69","38,40","16,00"
7842,0,"4,55","293720,00","590,70"
7843,0,"27,29","166,80","79,50"
7844,null,"4,81","1316,00","31,10"
7845,0,"1,25","70,40","11,10"
7846,0,"1,00","110,40","12,10"
7847,0,"4,99","149300,00","174,50"
7848,0,"3,85","137300,00","1666,60"
7849,null,"0,88","136,50","9,80"
7850,0,"2,39","13,50","7,80"
7851,0,"4,52","48,00","8,50"
7852,0,"2,29","57,70","38,80"
7853,0,"0,99","23,50","9,00"
7854,0,"9,56","63502,00","4419,30"
7855,0,"5,83","209010,00","2807,80"
7856,null,"2,73","59099,00","1149,70"
7857,0,"8,03","154380,00","583,60"
7858,null,"8,58","173,60","10,10"
7859,null,"2,12","196,20","8,30"
7860,0,"3,25","185,70","10,90"
7861,0,"1,11","375230,00","222,80"
7862,0,"8,82","308870,00","3602,00"
7863,null,"1,54","295,00","7,00"
7864,0,"3,57","277000,00","893,60"
7865,0,"10,41","451,00","20,80"
7866,null,"2,30","258,70","7,50"
7867,0,"5,81","497660,00","711,80"
7868,0,"4,41","9568,30","153,30"
7869,0,"2,70",,
7870,0,"3,53","399780,00","445,60"
7871,0,"5,57","300510,00","5606,70"
7872,0,"3,64","122,10","14,70"
7873,0,"3,96","48153,00","5446,90"
7874,0,"84,32","271,70","141,50"
7875,0,"5,50","317480,00","1365,10"
7876,null,"9,39","447,90","7,10"
7877,null,"3,65","104,70","9,50"
7878,0,"4,35","44980,00","2281,00"
7879,null,"4,74","29,90","8,80"
7880,0,"3,10","6547,80","284,40"
7881,0,"10,63","340670,00","5867,80"
7882,0,"4,31","17120,00","711,40"
7883,0,"3,72","231170,00","2046,80"
7884,null,"1,79","42,90","9,30"
7885,0,"13,39",,
7886,0,"1,92","11657,00","43,30"
7887,0,"2,23","87205,00","740,20"
7888,null,"3,99","232,90","9,80"
7889,0,"5,07","29265,00","284,70"
7890,0,"4,23","185510,00","3641,60"
7891,0,"19,41","393410,00","4414,30"
7892,null,"5,01","14,40","9,60"
7893,0,"5,23","1901,00","3,40"
7894,0,"2,24","104560,00","303,00"
7895,0,"5,15","383430,00","1070,60"
7896,0,"6,38","105260,00","476,70"
7897,null,"1,15","129,90","8,50"
7898,null,"1,21","61,00","11,70"
7899,0,"5,24","78,70","51,10"
7900,null,"1,98","85,10","8,90"
7901,0,"1,87","23842,00","262,60"
7902,0,"17,26","286,80","20,00"
7903,0,"1,64","6683,50","279,10"
7904,0,"12,85","259,40","6,60"
7905,0,"0,97","163,70","6,60"
7906,null,"2,26","393,00","7,50"
7907,0,"16,79","288,10","79,90"
7908,0,"1,12","16,60","12,00"
7909,null,"2,73","105,80","9,60"
7910,null,"2,36","133,50","9,30"
7911,0,"6,10","366580,00","3809,80"
7912,0,"22,25","6223,00","74,60"
7913,0,"1,59","3590,80","100,10"
7914,0,"5,03","19681,00","118,10"
7915,0,"4,27","75927,00","1691,50"
7916,0,"2,97","126,00","9,00"
7917,0,"6,79","91307,00","4262,10"
7918,0,"4,27","1321,60","147,70"
7919,0,"12,26","619,30","10,20"
7920,0,"2,87","9880,50","299,20"
7921,null,"5,26","234,70","8,10"
7922,0,"7,59","20,40","4,50"
7923,null,"1,19","464,10","8,50"
7924,0,"9,73","15,20","50,10"
7925,0,"5,18","73961,00","3830,90"
7926,null,"10,48","163,80","8,60"
7927,null,"13,20",,
7928,0,"2,29","13,70","7,40"
7929,0,"7,73","37583,00","1504,90"
7930,0,"2,22","384,70","37,20"
7931,null,"1,79","255,50","9,80"
7932,0,"5,53","302580,00","3990,50"
7933,0,"3,63","46,20","15,10"
7934,0,"2,33","20,10","7,40"
7935,0,"5,89","74653,00","2882,00"
7936,0,"8,31","228680,00","3245,90"
7937,0,"13,89","662680,00","1602,70"
7938,0,"5,52","206810,00","4284,20"
7939,0,"3,98","399530,00","1093,20"
7940,0,"7,29","268,50","256,30"
7941,null,"1,59","146,90","6,30"
7942,0,"9,88","256090,00","5260,30"
7943,null,"3,32","183,80","9,60"
7944,0,"15,57","261730,00","4263,60"
7945,0,"4,16","221,70","27,80"
7946,null,"13,07","1112,10","14,00"
7947,0,"1,76","43,70","23,80"
7948,0,"7,80","55165,00","2046,20"
7949,0,"2,35","58,40","11,10"
7950,null,"5,12","68,40","10,20"
7951,0,"1,28","2019,50","457,80"
7952,0,"2,12","181,90","9,60"
7953,0,"3,35","136,00","9,90"
7954,0,"2,46","289820,00","542,20"
7955,0,"7,00","153900,00","3033,40"
7956,0,"3,30","7342,50","1159,90"
7957,0,"2,05","157610,00","431,30"
7958,0,"10,46","361620,00","3044,10"
7959,0,"4,21","34470,00","3642,00"
7960,0,"5,51","168780,00","1753,50"
7961,0,"4,82","55374,00","2884,00"
7962,0,"0,63","50,00","12,70"
7963,0,"5,65","97564,00","8326,30"
7964,0,"13,86","134180,00","8616,10"
7965,null,"23,26","82,30","8,20"
7966,null,"32,77","453,30","8,80"
7967,0,"5,99","214600,00","1408,60"
7968,null,"2,56","653,80","8,20"
7969,0,"4,35","346180,00","644,70"
7970,0,"2,52","59,60","10,00"
7971,null,"2,14","143,00","10,10"
7972,0,"6,88","213840,00","4407,80"
7973,0,"11,58","58975,00","1797,60"
7974,0,"5,20","125480,00","2964,70"
7975,0,"2,97","66,00","8,90"
7976,0,"5,02","144,90","16,00"
7977,0,"3,89","351,40","27,10"
7978,0,"21,60","156160,00","2927,40"
7979,0,"20,79","630520,00","2055,90"
7980,0,"19,14","410080,00","2126,10"
